,Title,Rating,Year,Genre,Rating_Score,Duration,Image_Link
169,LOST IN TRANSLATION,D,2003, Comedy/Drama,Fresh, 1h 42m,https://resizing.flixster.com/1RMlPDWvw5FxstccwJ0G2RVqiHU=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/NowShowing/36617/36617_aa.jpg
170,LOVE & BASKETBALL,D,2000, Romance/Drama,Fresh, 2h 4m,https://resizing.flixster.com/nRiV2ZjpFAALT_7rf2v2LbEizj8=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/NowShowing/23515/23515_aa.jpg
171,MAD MAX: FURY ROAD,D,2015, Action/Adventure,8.60, 2h 0m,https://resizing.flixster.com/5_I-_RHtHmyt_sLVMKfcCzXzyMk=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p10854488_p_v8_ao.jpg
172,MALCOLM X,D,1992, Biography/History,Fresh, 3h 21m,https://resizing.flixster.com/qiRkxl7n12aTi-ut-abyAfi0PjM=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p14384_p_v8_ac.jpg
173,THE MALTESE FALCON,D,1941, Crime/Drama,Fresh, 1h 40m,https://resizing.flixster.com/FgejcS2Fxj5XtkzkMnF-e4xjr3w=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p2163_p_v8_aa.jpg
174,THE MANCHURIAN CANDIDATE,D,1962, Mystery & thriller/Drama,Fresh, 2h 6m,https://resizing.flixster.com/wWrNBkJejbLymCoeFmOAyQYKcvM=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p10903_p_v8_af.jpg
175,THE MATRIX,D,1999, Sci-fi/Action,Fresh, 2h 16m,https://resizing.flixster.com/sZzZi70xmfdTI7g_UrILEhIoIGY=/fit-in/180x240/v2/https://resizing.flixster.com/hTz9Ap43sCkvDiFvCkjmb1IWkUg=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2EwMGEwNmQxLTE1MGYtNGQwYS04ZDhlLWQ0MzYwOTQ5M2JlMC5qcGc=
176,MEAN GIRLS,D,2004, Comedy,6.90, 1h 37m,https://resizing.flixster.com/ns_ltGK6L7ih4cP3gJiZjlxNYYg=/fit-in/180x240/v2/https://resizing.flixster.com/HtZiEfthbBdM_Idd_OB4ZsyfgMk=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzI2MTVlZjAyLTc1NTAtNGE2Zi1iNzk0LTQxN2ZmMTIyYzRiMC5qcGc=
177,METROPOLIS,D,1927, Sci-fi/Drama,9.10, 2h 3m,https://resizing.flixster.com/utEywk33xcluQIrEfdnWeMfF55g=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p5638_p_v8_aa.jpg
178,MODERN TIMES,D,1936, Comedy,Fresh, 1h 29m,https://resizing.flixster.com/a4XQsOLSHxaWR-0lnJBL5tpYVto=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p6870_p_v8_ab.jpg
179,MONSOON WEDDING,D,2001, Comedy/Drama,7.90, 1h 40m,https://resizing.flixster.com/HRl75dVY9JYe3cc8SBDYLa9zUWc=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p35595_p_v7_ab.jpg
180,MONTY PYTHON AND THE HOLY GRAIL,D,1975, Comedy,8.50, 1h 30m,https://resizing.flixster.com/At4NxpxGgIYclxVMwBSKDHSnhF4=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p629_p_v8_af.jpg
181,MOONLIGHT,D,2016, Drama/Lgbtq+,9.00, 1h 51m,https://resizing.flixster.com/TUnX2ReGF14RL5pGq0rQ5lAB3F8=/fit-in/180x240/v2/https://resizing.flixster.com/HE1uYAymQPCdYxRQ4SQHAOmKE60=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzQ1MTIzMDlhLWJiMWUtNGVhOS05MjFhLTkyMjVmNDkzNDA5Yi53ZWJw
182,MULHOLLAND DR.,D,2001, Mystery & thriller,Fresh, 2h 26m,https://resizing.flixster.com/Qn7DGsUWhZpGmHlxrx06y-z5ABM=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p24885_p_v11_ao.jpg
183,MY LEFT FOOT,D,1989, Biography,Fresh, 1h 43m,https://resizing.flixster.com/z20N51mTu-gp45BIZPEfwK0c7XM=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p11809_p_v11_aj.jpg
184,MY NEIGHBOR TOTORO,D,1988, Fantasy/Anime,8.40, 1h 27m,https://resizing.flixster.com/AsNETD5k0rTCQkkFfl8My_S9D2A=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p160146_v_v8_ac.jpg
185,NAKED,D,1993, Comedy/Drama,Fresh, 2h 11m,https://resizing.flixster.com/tRdB2xY4u-XWoRIzZ-wLaifT10Q=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p14794_p_v8_ab.jpg
186,THE NAKED GUN,D,1988, Comedy/Action,7.50, 1h 25m,https://resizing.flixster.com/Vvzfio_lxjtegfbDQ2FfZ0P1GIg=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p11300_p_v8_ak.jpg
187,NASHVILLE,D,1975, Comedy/Drama,8.70, 2h 37m,https://resizing.flixster.com/nISSzEHRkWc8CbffyKtktDnFCMA=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p38888_p_v8_ab.jpg
188,NATIONAL LAMPOON'S ANIMAL HOUSE,D,1978, Comedy,Fresh, 1h 49m,https://resizing.flixster.com/hQrHI0eeFZ1At-5s_PNdP-NybAQ=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p3642_p_v8_aa.jpg
189,NETWORK,D,1976, Comedy/Drama,Fresh, 2h 1m,https://resizing.flixster.com/EL7VlCMMA08-ci5PJIL_uXWCBf4=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p16_p_v8_aa.jpg
190,THE NIGHT OF THE HUNTER,D,1955, Mystery & thriller,Fresh, 1h 32m,https://resizing.flixster.com/FCQfnLZF-8rIAqPIZrJcbi8GOG0=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p4360_p_v8_az.jpg
191,NIGHT OF THE LIVING DEAD,D,1968, Horror,8.90, 1h 36m,https://resizing.flixster.com/olyy7VzLDmRLGCeTqbbJIURTs0w=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p3946_p_v8_ad.jpg
192,A NIGHTMARE ON ELM STREET,D,1984, Horror,7.80, 1h 31m,https://resizing.flixster.com/DbylaYa3lcaxEI0xznM_P7V840g=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p8572_p_v8_ad.jpg
193,NO COUNTRY FOR OLD MEN,D,2007, Crime/Drama,Fresh, 2h 2m,https://resizing.flixster.com/1Uh9tmY1Sv4jvTMyGaj7hfuSfPI=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/NowShowing/61211/61211_aa.jpg
194,NORTH BY NORTHWEST,D,1959, Mystery & thriller,9.30, 2h 16m,https://resizing.flixster.com/VnrLhTFEymoa3hMvSP5rcinMmcU=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/NowShowing/43198/43198_aa.jpg
195,NOTTING HILL,D,1999, Romance/Comedy,Fresh, 2h 3m,https://resizing.flixster.com/6eVGdR_qZlWyd3QIQunCRY_XyuE=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p22928_p_v12_bd.jpg
196,OLDBOY,D,2003, Action/Mystery & thriller,7.40, 1h 58m,https://resizing.flixster.com/Gm7UqV-zb1avhyh5MwSjfXCMoHU=/fit-in/180x240/v2/https://resizing.flixster.com/A4O8aEoaCjZEfnOEFvH8nUmxTtI=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzZjMjAzODE0LWQ3YTItNDg0NC1iMTY5LTIzOGJmZDM0ZTZjOC5qcGc=
197,ON THE WATERFRONT,D,1954, Drama,9.20, 1h 48m,https://resizing.flixster.com/1tepAzYLNc1ysJpMPC9bMGBLFrU=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p467_p_v8_aa.jpg
198,ONE FLEW OVER THE CUCKOO'S NEST,D,1975, Drama,Fresh, 2h 13m,https://resizing.flixster.com/zCa4zZWGbwDYq2yKyEvRL5vhclE=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p7289_p_v8_aa.jpg
199,ONLY YESTERDAY,D,1991, Drama/Anime,Fresh, 1h 58m,https://resizing.flixster.com/iGL_yCEnaSH3XOZrLXTqgUFsyTA=/fit-in/180x240/v2/https://resizing.flixster.com/GMXOIc2qji2sLUuSxsvngLTkb3M=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2JlNWVkYTQ2LWVjN2EtNDE0ZS1hZjkzLTcxNzFmNzJhMTc3YS53ZWJw
200,OPEN CITY,D,1945, Drama,Fresh, 1h 45m,https://resizing.flixster.com/NeRR8Es0EJ1yAi1UkQz9GVrW2M8=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p16068_v_v8_ab.jpg
201,PAN'S LABYRINTH,D,2006, Fantasy/Drama,8.60, 2h 0m,https://resizing.flixster.com/rKXXRpwZGDm8xpeynNYrBqdJkss=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p162074_p_v8_ab.jpg
202,PANDORA'S BOX,D,1929, Drama,Fresh, 1h 50m,https://resizing.flixster.com/4prRuPNsdYutriXK6XLW3F6OfKI=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p7513_p_v8_ad.jpg
203,PARASITE,D,2019, Comedy/Mystery & thriller,9.40, 2h 12m,https://resizing.flixster.com/TgfElSYWeDmBiu5Lar3scWtkUk4=/fit-in/180x240/v2/https://resizing.flixster.com/0nQ2niq2j-E4gdW_kB5H606atmc=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzZlZWEwMmY4LTk1OWUtNGEyOS04ODRmLTA0OWRjMzhlYWZkNi53ZWJw
204,THE PASSION OF JOAN OF ARC,D,1928, History/Drama,Fresh, 1h 17m,https://resizing.flixster.com/r3ICR5FYD92Fz_Xlo9Ms73e-_Ck=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p17112_p_v8_af.jpg
205,PATHER PANCHALI,D,1955, Drama,Fresh, 2h 6m,https://resizing.flixster.com/FvnbwaTXwRbKPa34DZw27XVjnQ4=/fit-in/180x240/v2/https://resizing.flixster.com/czNO7i4EK-F7ng1wv_lppjkoxaE=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2ViNDQ3YWQxLTY5ZjAtNDM4NC1hNmYwLTFkNDQ1YzViYWI4Mi53ZWJw
206,THE PHILADELPHIA STORY,D,1940, Romance/Comedy,8.90, 1h 52m,https://resizing.flixster.com/_4QeWOv6tloxQjCmhUXcigcIlJg=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/NowShowing/43366/43366_aa.jpg
207,THE PIANO,D,1993, Drama,Fresh, 2h 0m,https://resizing.flixster.com/eQYZDvUpKYhhg6SIDIqfccRHS30=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p14832_p_v8_ao.jpg
208,PINOCCHIO,D,1940, Kids & family/Fantasy,9.10, 1h 27m,https://resizing.flixster.com/RHjKVwmhXioYPc4n0YPZjrxwTCQ=/fit-in/180x240/v2/https://resizing.flixster.com/9DS4LnhK6sKEfJRY6N2wkOJooII=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzYwODY2MjRjLTc3OGEtNDIyMS05MDJjLTE2MjE0YjY2NDY0Zi5qcGc=
209,PITCH PERFECT,D,2012, Musical/Comedy,6.50, 1h 52m,https://resizing.flixster.com/GtdHG8h0qjEtGSN-AFIRufb9WfA=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p9276475_p_v8_ax.jpg
210,THE PLAYER,D,1992, Comedy,Fresh, 2h 3m,https://resizing.flixster.com/X0JvfVKTVOMFWWvH3pzzmOfJD8E=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p13832_p_v8_at.jpg
211,PLAYTIME,D,1967, Comedy,Fresh, 1h 33m,https://resizing.flixster.com/ggRCcuuUCQD2fV5TDnrDqEQqOqc=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p6630_p_v8_aa.jpg
212,PORTRAIT OF A LADY ON FIRE,D,2019, History/Drama,9.00, 2h 1m,https://resizing.flixster.com/AmSHDmflpmzX5kC2bXVz_mtc65M=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p16966257_p_v8_ac.jpg
213,PRETTY IN PINK,D,1986, Romance/Comedy,6.40, 1h 36m,https://resizing.flixster.com/SWa-k4g4IsqBTW1WglINsK_W5-0=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p9056_p_v8_aa.jpg
214,THE PRINCESS BRIDE,D,1987, Kids & family/Adventure,8.50, 1h 38m,https://resizing.flixster.com/OxkdFHCu_4uBlsc_dsRTk4YDmBk=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p10305_p_v8_ae.jpg
215,PRINCESS MONONOKE,D,1997, Adventure/Fantasy,Fresh, 2h 13m,https://resizing.flixster.com/hu1lCto6ko4PjggysYKsEvq6fJU=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p23052_p_v8_ae.jpg
216,PSYCHO,D,1960, Horror/Mystery & thriller,9.30, 1h 49m,https://resizing.flixster.com/EsHOEUrdERKLA3ogZtLCG9-lky4=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p283_p_v8_an.jpg
217,PULP FICTION,D,1994, Crime/Drama,Fresh, 2h 33m,https://resizing.flixster.com/YHhf_ispHVddTg7pPmdUl0j1Auk=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p15684_p_v8_af.jpg
218,RAFIKI,D,2018, Drama/Romance,7.40, 1h 23m,https://resizing.flixster.com/XDyQGxrAdQaCYYemLbyfNZng24k=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p16129979_p_v8_ab.jpg
219,RAGING BULL,D,1980, Biography/Drama,Fresh, 2h 8m,https://resizing.flixster.com/3QswVzfV_FhHoki97y5MXnxeK2M=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p30_p_v8_aa.jpg
220,RAIDERS OF THE LOST ARK,D,1981, Adventure/Action,9.30, 1h 55m,https://resizing.flixster.com/sY-fmnz2i03PnP7XL1_Qx_qwqrY=/fit-in/180x240/v2/https://resizing.flixster.com/hsDkcEPJ4iMDkn7z-MdA4S635eA=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2U2ODlhNDNkLTYzNzAtNDNlZi05NjJhLTM4ZTZlNzBiOTA4ZC5qcGc=
221,RASHOMON,D,1950, Drama,Fresh, 1h 28m,https://resizing.flixster.com/WLU_oege_Ai5ZqzcK3sRIWO07RE=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p3038_p_v8_aa.jpg
222,REAR WINDOW,D,1954, Mystery & thriller,Fresh, 1h 52m,https://resizing.flixster.com/S5_cDCt70NmcT-7Fxj3viEZr7MI=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/NowShowing/4082/4082_aa.jpg
223,THE RED SHOES,D,1948, Drama/Romance,Fresh, 2h 13m,https://resizing.flixster.com/QGX-mlfqGSf-wCjdCQZXuR3xseE=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p3906_p_v8_ae.jpg
224,REPO MAN,D,1984, Sci-fi,Fresh, 1h 33m,https://resizing.flixster.com/cpt6BStKYjdrZVWd_qakfyxHoMU=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p8168_p_v8_aa.jpg
225,REQUIEM FOR A DREAM,D,2000, Drama,7.40, 1h 41m,https://resizing.flixster.com/O0Wm6xXIaH9f28_ZkndBsHnnPeU=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p25574_p_v8_am.jpg
226,ROBOCOP,D,1987, Sci-fi/Action,Fresh, 1h 42m,https://resizing.flixster.com/5yklqvnfc-Rdjw5qOCM3SJD-0bI=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p10144_p_v8_av.jpg
227,ROCKY,D,1976, Drama,8.30, 1h 59m,https://resizing.flixster.com/KjBb_fNPqxMP8ZjpmpF1dOG3un4=/fit-in/180x240/v2/https://resizing.flixster.com/85IHctnhkxlG43kXcJY2I20tb2U=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2NjMzI2NzNlLWNiYWYtNGFmZS04NGJkLTFlZmVkOWYwMjlmMy5qcGc=
228,ROMAN HOLIDAY,D,1953, Romance/Comedy,8.50, 1h 59m,https://resizing.flixster.com/2Nv-satmG2x2OSLz3NJD8fEQu2E=/fit-in/180x240/v2/https://resizing.flixster.com/fXpd4jqM2kv43Gr-NdSPpmbTE9A=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzA2ZjcyZTZiLTlhM2EtNGY4Yy1hMWU5LTc1ODVjNTBlYmQzMi5qcGc=
229,ROSEMARY'S BABY,D,1968, Horror,8.80, 2h 16m,https://resizing.flixster.com/tiQ3NTeZoORp6M7t7Z5mbU9o4k0=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p1845_p_v8_aa.jpg
230,THE RULES OF THE GAME,D,1939, Comedy/Drama,Fresh, 1h 50m,https://resizing.flixster.com/9c8qpxHTWGT7VrjJr6UUrglu1vE=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p1588_p_v8_ae.jpg
231,SAVING FACE,D,2004, Comedy/Drama,6.70, 1h 36m,https://resizing.flixster.com/zzME48c4wyICE3Llh1kzOgSv2ec=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p88291_p_v11_af.jpg
232,SAVING PRIVATE RYAN,D,1998, War/History,8.70, 2h 49m,https://resizing.flixster.com/XVNAznyRbCLqsckGZpqtGCwAHcs=/fit-in/180x240/v2/https://resizing.flixster.com/e4XDrbw7Fd7VYePV7cxB8sQV3eA=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzc1MDczNGJlLWNjN2EtNGIxMS1iOWM5LWJjYTUwODk4MzA5Yy53ZWJw
233,SAY ANYTHING...,D,1989, Romance,8.10, 1h 40m,https://resizing.flixster.com/Xl24n8ouuKcre_aupk8JtHNANYs=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p11559_p_v12_aa.jpg
234,SCARFACE,D,1983, Crime/Drama,Fresh, 2h 50m,https://resizing.flixster.com/c7oLMPQHDhrt7aa8KUdSVG9UT7U=/fit-in/180x240/v2/https://resizing.flixster.com/xqpbVMOd3KhO_ryiETThKCwstxk=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzUwNzhhMWVhLWQ0YmItNDRiMi04MzE1LTc4ZjBiYWVhOWRmZi5qcGc=
235,SCHINDLER'S LIST,D,1993, History/Drama,Fresh, 3h 15m,https://resizing.flixster.com/CyCMZt28ObVjCxE8FXnVeGTOz2s=/fit-in/180x240/v2/https://resizing.flixster.com/P3NTptLJcIlWlLQwZMTWcITYaoY=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzlmMTBiZGYxLTFjZTctNGZiZS05OGU4LTAxNGIzNGZmNTVlMy5qcGc=
236,SCREAM,D,1996, Horror/Comedy,Fresh, 1h 51m,https://resizing.flixster.com/TpHHXE1gqeArU5p3Ru-TWFZ0G1g=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p18852_p_v10_al.jpg
237,THE SEA INSIDE,D,2004, Biography/Drama,Fresh, 2h 5m,https://resizing.flixster.com/FZzL5RZE8ZEtrs-aZmKzKGhe-DY=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p35192_p_v8_ai.jpg
238,THE SEARCHERS,D,1956, Western,Fresh, 1h 59m,https://resizing.flixster.com/5xXCi-myEDgrbT_fFlGVRgT848I=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p2894_p_v8_aa.jpg
239,SELMA,D,2014, History/Drama,8.50, 2h 8m,https://resizing.flixster.com/LUCvU0hBdtgHPfC_GeUoAN6urp0=/fit-in/180x240/v2/https://resizing.flixster.com/Lk4Rbo-fk3X7QMms30fcwVyFAFg=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2I4YWYyNTM4LTlkZTAtNDA0NS05OTRhLWFmYWNlZGQ1Y2RiYS53ZWJw
240,SEVEN,D,1995, Mystery & thriller/Crime,8.00, 2h 5m,https://resizing.flixster.com/Fm8PFGEat9zEzg2Hh-xnWzOem_I=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p17198_p_v8_ao.jpg
241,SEVEN SAMURAI,D,1954, Action,9.60, 3h 28m,https://resizing.flixster.com/P_C8vGfh2up4kG_xrK1NV2XOlGQ=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p5588_p_v8_au.jpg
242,THE SEVENTH SEAL,D,1957, Drama/Fantasy,Fresh, 1h 36m,https://resizing.flixster.com/6LgyqIfijgtjBTeTmWrkzvQ3jyE=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p31330_p_v12_ai.jpg
243,SHAFT,D,1971, Crime/Drama,Fresh, 1h 40m,https://resizing.flixster.com/B8oVWrYtMPBCc535N22UwGSDD7o=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p4363_p_v8_an.jpg
244,SHAUN OF THE DEAD,D,2004, Comedy/Horror,Fresh, 1h 37m,https://resizing.flixster.com/8gTezAOTdHQ3WUfa5Y7voYF6jLM=/fit-in/180x240/v2/https://resizing.flixster.com/uHQze3m0zFvdGIj6ncFvXlopht4=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzFjMTU5MjI4LWIxOTYtNDVhZS04OTZjLTZiZmU0NmNhZTI0OS5qcGc=
245,THE SHAWSHANK REDEMPTION,D,1994, Drama,Fresh, 2h 22m,https://resizing.flixster.com/dZwKCiZr55JZ_P7vgUukELZxmHM=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p15987_p_v12_at.jpg
246,THE SHINING,D,1980, Horror/Mystery & thriller,8.60, 2h 22m,https://resizing.flixster.com/DukcauxDqucp7E4PZC6X228SCeo=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p40_p_v8_ar.jpg
247,SHOPLIFTERS,D,2018, Crime/Drama,8.80, 2h 1m,https://resizing.flixster.com/ist-D2e6X1rnEfHBAndv9rRNM6k=/fit-in/180x240/v2/https://resizing.flixster.com/je2582jaRvOGHOcSVK8TPrautMU=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2FiMjUwYjUyLThiZjMtNDFlZi05MDliLWMxOTc3MTZmYjkzNS53ZWJw
248,SHREK,D,2001, Kids & family/Comedy,7.80, 1h 29m,https://resizing.flixster.com/ywsxeXjIsHsd8TpUf-2Si3mxlWA=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p27575_p_v8_ai.jpg
249,THE SILENCE OF THE LAMBS,D,1991, Mystery & thriller/Crime,Fresh, 1h 59m,https://resizing.flixster.com/7-lNwGZYmqtDrxyg6eQXHvAXMF4=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p13013_p_v11_as.jpg
250,SINGIN' IN THE RAIN,D,1952, Musical/Comedy,9.30, 1h 42m,https://resizing.flixster.com/Us21s-FCmmttaivSZPj-uAxg27w=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p4166_p_v8_ak.jpg
251,THE SIXTH SENSE,D,1999, Mystery & thriller,7.70, 1h 47m,https://resizing.flixster.com/juXXtJIX6Hfno1NAFj-RXObRMCE=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p23611_p_v8_ah.jpg
252,SLUMDOG MILLIONAIRE,D,2008, Comedy/Drama,8.40, 1h 56m,https://resizing.flixster.com/sbBk0k0R2KtNZX4fQcrkQSc5gAs=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p179969_p_v8_ak.jpg
