,Title,Rating,Year,Genre,Rating_Score,Duration,Image_Link
84,E.T. THE EXTRA-TERRESTRIAL,D,1982, Kids & family/Sci-fi,9.30, 1h 55m,https://resizing.flixster.com/RtSEops51GUU2pzqHPzToZ_v1Xc=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p10998_p_v8_ao.jpg
85,EASY RIDER,D,1969, Drama,7.70, 1h 34m,https://resizing.flixster.com/hQ-IvuZ4JNYdfjaQCLlNBnWEwDA=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p4312_p_v8_ad.jpg
86,EDWARD SCISSORHANDS,D,1990, Holiday/Fantasy,7.70, 1h 45m,https://resizing.flixster.com/OKiN-FFiMUJ1cgGjm3Yt3cr_whk=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p12902_p_v8_ax.jpg
87,ELECTION,D,1999, Comedy,Fresh, 1h 43m,https://resizing.flixster.com/c9FKJ_IjphYBmCH42fkyYWH8jRQ=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p22995_p_v8_af.jpg
88,THE ELEPHANT MAN,D,1980, Biography/Drama,Fresh, 2h 5m,https://resizing.flixster.com/4i3a8ypzJ5XsPlVtKKHkmQtnCvA=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p410_p_v8_ac.jpg
89,ENTER THE DRAGON,D,1973, Action/Adventure,Fresh, 1h 39m,https://resizing.flixster.com/TSdnh1PcOdCj32iMBQyjtMao538=/fit-in/180x240/v2/https://resizing.flixster.com/jCJyYHymmIIybP3qtO288TWwA80=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzQ3MWEzZDRjLTFkMmEtNDMxMy1iZWEwLTQ0MWFlZTMzNzlmNi5qcGc=
90,ETERNAL SUNSHINE OF THE SPOTLESS MIND,D,2004, Romance/Sci-fi,Fresh, 1h 48m,https://resizing.flixster.com/R8dmCFFlClpEJagjYzLrBQaSYCc=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/NowShowing/35896/35896_aa.jpg
91,EVIL DEAD 2,D,1987, Horror/Comedy,7.50, 1h 25m,https://resizing.flixster.com/E8FTIuepOSVASIfL-2KIRBmI_UA=/fit-in/180x240/v2/https://resizing.flixster.com/HyHV1nDXCOx8Y2Q5IzvR3F6ClEY=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2VhNThhMzM2LTJlODQtNGM3MC04YWQzLTE1NmFkZWMzNjhhNi5qcGc=
92,THE EXORCIST,D,1973, Horror,Fresh, 2h 2m,https://resizing.flixster.com/SsyamvcetbozyB0l4vrQT2PYPzk=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/NowShowing/23512/23512_aa.jpg
93,THE FAREWELL,D,2019, Comedy/Drama,8.50, 1h 40m,https://resizing.flixster.com/6_prBxeFHCGfyg9yKvuTfYixtOA=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/NowShowing/197251/197251_aa.jpg
94,FARGO,D,1996, Comedy/Crime,Fresh, 1h 37m,https://resizing.flixster.com/LEzFfkMz1yMQWdow1TxEsDQC3hk=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p17672_p_v8_at.jpg
95,FAST FIVE,D,2011, Action,6.40, 2h 10m,https://resizing.flixster.com/gdAbXGeDrezlcYhHk-s3vCHrn0w=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p8338313_p_v8_aq.jpg
96,FAST TIMES AT RIDGEMONT HIGH,D,1982, Comedy,6.70, 1h 30m,https://resizing.flixster.com/070O868cIb-Sp9sDR7XPlgBuADE=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p6079_p_v8_ah.jpg
97,FIGHT CLUB,D,1999, Mystery & thriller/Drama,7.40, 2h 19m,https://resizing.flixster.com/kTKrAWMF_bqm_GC69DWQM1RKiNo=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p23069_p_v8_aa.jpg
98,FISH TANK,D,2009, Drama,7.60, 2h 4m,https://resizing.flixster.com/1bwltLHhPC-4iu3GvrlcjaMgD-g=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p7857047_p_v8_aa.jpg
99,FORBIDDEN PLANET,D,1956, Sci-fi,Fresh, 1h 38m,https://resizing.flixster.com/zybBcnh6Yxvsa994c5EvyLn9ikw=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p2306_p_v8_aa.jpg
100,FOUR WEDDINGS AND A FUNERAL,D,1994, Romance/Comedy,Fresh, 1h 56m,https://resizing.flixster.com/yuiJT_N6jrRZZfgI-HOPQ4rZPQs=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p15340_p_v8_ah.jpg
101,FRANKENSTEIN,D,1931, Horror,Fresh, 1h 11m,https://resizing.flixster.com/-1uO5iuu1eQo7ty0Gi-JzQxz-XE=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p5448_p_v8_ab.jpg
102,THE FRENCH CONNECTION,D,1971, Crime/Drama,8.80, 1h 44m,https://resizing.flixster.com/13dvU51MYAsDE5MoRu3axw1uzU4=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p912_p_v8_as.jpg
103,FRIDA,D,2002, Biography/Drama,Fresh, 2h 3m,https://resizing.flixster.com/OJ_kXD4xrRdJy7ZR-woQ7CSE52g=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p22714_p_v8_av.jpg
104,GALLIPOLI,D,1981, Drama,Fresh, 1h 50m,https://resizing.flixster.com/iFrtjgcvO7tgAsK0CNwmeENGzJQ=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p4054_p_v8_aa.jpg
105,GANDHI,D,1982, Biography/History,8.30, 3h 8m,https://resizing.flixster.com/XT7F6mnpKYncDxbIJxIBK0bGeHA=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p7560_p_v8_ag.jpg
106,GATTACA,D,1997, Sci-fi,7.10, 1h 52m,https://resizing.flixster.com/aRQdpLmvpN6pTAHqYfcGKelvPuE=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p19880_p_v8_bb.jpg
107,THE GENERAL,D,1926, Comedy/Action,9.20, 1h 23m,https://resizing.flixster.com/3yQOOpnHvI5_CEJjQzUQiSmEPnc=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p6125_p_v8_ab.jpg
108,GET OUT,D,2017, Horror/Mystery & thriller,8.30, 1h 44m,https://resizing.flixster.com/-nykfPqePdd6jhtUjqdMYDEsBek=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p13365032_p_v8_bb.jpg
109,GHOST IN THE SHELL,D,1995, Action/Sci-fi,Fresh, 1h 25m,https://resizing.flixster.com/h7jPd8qRcI1bYxFqQuxqeR_zSmg=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p36417_p_v8_aa.jpg
110,GHOSTBUSTERS,D,1984, Comedy/Fantasy,8.10, 1h 47m,https://resizing.flixster.com/l_SVh-302yFWWfuXK-aJkJX1URo=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p8603_p_v12_bh.jpg
111,GIRLS TRIP,D,2017, Comedy,6.90, 2h 2m,https://resizing.flixster.com/T23t9emJP589hNbgG9c8oCI9DYc=/fit-in/180x240/v2/https://resizing.flixster.com/PodzaMQOSuxdGft4HaiYgF4zVg8=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzVmMzQzMmY4LTJjZTQtNGQ1MC05YWU2LWNjZTUzYmE4OWI3ZS53ZWJw
112,THE GODFATHER,D,1972, Crime/Drama,9.40, 2h 57m,https://resizing.flixster.com/oe8benxW0pe27wtSfTrC2dvoTCY=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/NowShowing/43177/43177_aa.jpg
113,"THE GODFATHER, PART II",D,1974, Crime/Drama,9.70, 3h 20m,https://resizing.flixster.com/gqtkbl8TtE0oHJYHHezdQRF4JwQ=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p6319_p_v8_bc.jpg
114,GODZILLA,D,1954, Sci-fi,7.60, 1h 38m,https://resizing.flixster.com/cHHOgYf6nCBeUQ1EC83XbXYzP2k=/fit-in/180x240/v2/https://resizing.flixster.com/eGIZbbJZWVPbZj05WJtFeffyDzE=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzdiNmUwN2MwLTNiZTgtNGI1Mi1iOTBmLTY0ODA1MzNkZmY5YS53ZWJw
115,007: GOLDFINGER,D,1964, Action,Fresh, 1h 52m,https://resizing.flixster.com/v2BxV0OCIAS1bBM-yZ36C95ftNE=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p3374_p_v8_as.jpg
116,"THE GOOD, THE BAD AND THE UGLY",D,1967, Western,Fresh, 2h 41m,https://resizing.flixster.com/Jfrl5W1Ul2GA5-QiHTRgxDX_1n0=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p4161_p_v8_av.jpg
117,GOODFELLAS,D,1990, Crime/Drama,Fresh, 2h 26m,https://resizing.flixster.com/7G3MJ2kJOEo21-i-TNSfvpVSf-4=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p12720_v_v13_bc.jpg
118,THE GRAND BUDAPEST HOTEL,D,2014, Comedy/Drama,8.50, 1h 39m,https://resizing.flixster.com/2MuVOyQvleR4UQV_Gx0LeGNzRMs=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p10295153_p_v8_at.jpg
119,GRAND ILLUSION,D,1937, Drama/War,Fresh, 1h 57m,https://resizing.flixster.com/x5UJL0752rJaOEXSuD4t9uJa4SE=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p1115_p_v8_aa.jpg
120,THE GRAPES OF WRATH,D,1940, Drama,9.00, 2h 9m,https://resizing.flixster.com/e-ud9bB8jMumYDcSlfG6jiuW8kU=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p3554_p_v8_ah.jpg
121,GREASE,D,1978, Musical/Romance,7.10, 1h 50m,https://resizing.flixster.com/OjKEPTyXvX5_bJPn557uCtIkOgo=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p6915_p_v8_aq.jpg
122,THE GREAT ESCAPE,D,1963, War/Drama,Fresh, 2h 52m,https://resizing.flixster.com/elATHbOpXciI1ta8ukk1n_06FZY=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p3150_p_v8_aj.jpg
123,GROUNDHOG DAY,D,1993, Romance/Comedy,7.90, 1h 36m,https://resizing.flixster.com/aBO7-09oLolPzYft3mvpJfSf9wc=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p14569_p_v10_bh.jpg
124,GUARDIANS OF THE GALAXY,D,2014, Sci-fi/Adventure,7.80, 2h 1m,https://resizing.flixster.com/7H4GbcaDT6cXBE83fuTtMKSpBI0=/fit-in/180x240/v2/https://resizing.flixster.com/SneFHH-BDOhBkh7h1A-aNwcrxLM=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2U3YTY2YTQzLTU5NDgtNDNiMC04ZTI1LTFiZDYyMTMxMjc5MC5qcGc=
125,HAIRSPRAY,D,1988, Comedy,Fresh, 1h 30m,https://resizing.flixster.com/73we7e_bqrNJQ0RZiBtW_wHS5qc=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p10581_p_v8_aa.jpg
126,HALLOWEEN,D,1978, Holiday/Horror,8.60, 1h 31m,https://resizing.flixster.com/vTOktlQ8O3WGcxaGvNN6BmisDjE=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p3499_p_v8_aa.jpg
127,A HARD DAY'S NIGHT,D,1964, Musical/Comedy,8.50, 1h 23m,https://resizing.flixster.com/ccQf2SwaJebGoF5BziulUxeMymE=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p10514_p_v8_aa.jpg
128,HAROLD AND MAUDE,D,1971, Comedy,Fresh, 1h 31m,https://resizing.flixster.com/CZ4PRbtG-KUeeclymX9fbHHO-Io=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p3783_p_v8_ai.jpg
129,HARRY POTTER AND THE PRISONER OF AZKABAN,D,2004, Kids & family/Fantasy,Fresh, 2h 21m,https://resizing.flixster.com/02U27cXJ-Ac_i2E1byq1rDf-lfs=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p34483_p_v12_bb.jpg
130,THE HATE U GIVE,D,2018, Crime/Drama,8.10, 2h 13m,https://resizing.flixster.com/doFacyjUay82VtzMcRJsRa54Em4=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p15456641_p_v8_aa.jpg
131,HEAT,D,1995, Crime/Drama,7.80, 2h 50m,https://resizing.flixster.com/66UsMKklbSqzjW5VmllI6MoDhtM=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p17455_p_v8_ae.jpg
132,HEATHERS,D,1989, Comedy,Fresh, 1h 42m,https://resizing.flixster.com/w4oc5jfTjG7Y1e8aMJv9LjCY6NA=/fit-in/180x240/v2/https://resizing.flixster.com/-8sajZ7wJrSK3h3YXT8aizQ89fQ=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzAxNmU5YjNiLTZlMmUtNGM1Mi1hMWQzLTJjZDk2OWM4MTgxNS5qcGc=
133,HEDWIG AND THE ANGRY INCH,D,2001, Musical/Lgbtq+,7.90, 1h 35m,https://resizing.flixster.com/hiDsAIdi_9vp_namdSy5B0OwBpA=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p27370_p_v12_ae.jpg
134,HERO,D,2002, Action/History,Fresh, 1h 33m,https://resizing.flixster.com/SfIj8dHrA2UaMzVuNVZ30shdCG8=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p34738_p_v8_ae.jpg
135,HIGH NOON,D,1952, Western,Fresh, 1h 25m,https://resizing.flixster.com/LnLHvD3DR2aRqnQ9lUP1EjUxU9I=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p739_p_v11_ai.jpg
136,HIS GIRL FRIDAY,D,1940, Comedy,9.10, 1h 32m,https://resizing.flixster.com/rNohnH8gak7T35LgdYxJ__g6BZw=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p801_p_v8_aa.jpg
137,THE HUNT,D,2012, Drama,Fresh, 1h 50m,https://resizing.flixster.com/QnxrPQQKr9u_lou_HBtFxoFpjAw=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p9585817_p_v8_ad.jpg
138,IKIRU,D,1952, Drama/Lgbtq+,Fresh, 2h 23m,https://resizing.flixster.com/E2NKWnmkwoOZ9Lis4znwI4CWpQc=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p7814_p_v10_aa.jpg
139,IN THE HEAT OF THE NIGHT,D,1967, Crime/Drama,Fresh, 1h 49m,https://resizing.flixster.com/LlDeDR2nRgwlGqEqNaKrkTnCyK0=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p2466_p_v8_ai.jpg
140,IN THE MOOD FOR LOVE,D,2000, Romance/Drama,Fresh, 1h 37m,https://resizing.flixster.com/MGTN5GyBl6yvkAYXEBklkMmO9pM=/fit-in/180x240/v2/https://resizing.flixster.com/JiKhYY6ezF5gebJkR2gPLMBq3lI=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzQ5MGE5YWJlLTAzMzgtNGRmOC1iMWQ1LTlhZjFjYjg3MmY3ZS5qcGc=
141,INCEPTION,D,2010, Sci-fi/Mystery & thriller,8.20, 2h 28m,https://resizing.flixster.com/DiuK_sbZZJWia0hksraIAFZDMj0=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p7825626_p_v8_af.jpg
142,INGLOURIOUS BASTERDS,D,2009, War/Comedy,7.80, 2h 32m,https://resizing.flixster.com/JkvEOuImG0P_N70SdAicyGUfZbQ=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p193875_p_v7_aq.jpg
143,INSIDE OUT,D,2015, Kids & family/Comedy,8.90, 1h 35m,https://resizing.flixster.com/FKt0mFzKJnAYtfwHvsLCJgQGR7I=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p10840532_p_v13_al.jpg
144,THE IRON GIANT,D,1999, Kids & family/Adventure,8.20, 1h 26m,https://resizing.flixster.com/IL-I3mJNCrWiPbIdM2uxW2jbREE=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p23609_p_v8_aj.jpg
145,IRON MAN,D,2008, Action/Adventure,7.70, 2h 6m,https://resizing.flixster.com/ihlpiLqY91oIUjw7KCagfqIBd-4=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p170620_p_v8_az.jpg
146,IT HAPPENED ONE NIGHT,D,1934, Romance/Comedy,9.10, 1h 45m,https://resizing.flixster.com/mQ48kJrrx4Zh7Tv0z1GKWSHPZJo=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p3584_p_v8_aa.jpg
147,IT'S A WONDERFUL LIFE,D,1946, Holiday/Comedy,9.00, 2h 9m,https://resizing.flixster.com/zb0ZIq7xDKKDGOvgW-S9zfDqHBM=/fit-in/180x240/v2/https://resizing.flixster.com/KtxJkxlThWNMRe5c4XyCY3MtOf4=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzAyMzYzYTAxLTU3ZjgtNDg1MS1iNjVlLTBkNTVhYWEzNzNjZi5qcGc=
148,JAWS,D,1975, Holiday/Mystery & thriller,9.30, 2h 4m,https://resizing.flixster.com/xOAeO8lhaRNEJXvQBS1rWq3SdWQ=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p8174_p_v8_av.jpg
149,JOHN WICK,D,2014, Action/Mystery & thriller,7.00, 1h 41m,https://resizing.flixster.com/hhIYfTHqIDvKS1zRonipZLXJw1U=/fit-in/180x240/v2/https://resizing.flixster.com/YGhqvw5DEj6kmov8fbvF5P9QWRo=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzg2OGYzN2Q1LWFhYjUtNDk2Yy04N2Q0LTE5YWEyNDQ4Yjg3ZC5qcGc=
150,JURASSIC PARK,D,1993, Adventure/Action,8.50, 2h 6m,https://resizing.flixster.com/PxKNbbe-3zA2Z_vDSu-jE8RvkKg=/fit-in/180x240/v2/https://resizing.flixster.com/dqWYuJel6FX3Ox51DWfMv77fChM=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzU5OWIyYTUzLTVmNTQtNDIxMS04MTdmLWU3ZDc5YmQ5YjM2Zi5qcGc=
151,KING KONG,D,1933, Adventure/Fantasy,9.00, 1h 40m,https://resizing.flixster.com/EtAowPMrKpzk9OuCYjGtUSdeab0=/fit-in/180x240/v2/https://resizing.flixster.com/squJnm4ZOEI3xdLZTEIWCm3qLpY=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzVjNThlMTQyLTBiMjItNDNiMy1iZjg3LTE4NGUwMWE0NmM1MC5qcGc=
152,L.A. CONFIDENTIAL,D,1997, Crime/Drama,Fresh, 2h 16m,https://resizing.flixster.com/AsFK_hZjOw2jT1elg7vvFuhXzg8=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p19411_p_v12_ah.jpg
153,L'AVVENTURA,D,1960, Drama,Fresh, 2h 25m,https://resizing.flixster.com/NUUWYwVzcZ4s3A56F_HvR2uOmJ8=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p6635_p_v8_aa.jpg
154,LA BAMBA,D,1987, Biography/Drama,6.90, 1h 48m,https://resizing.flixster.com/1v_Ng7QvECJbUDxPEm1tXMCv4uw=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p10002_p_v8_ae.jpg
155,LA DOLCE VITA,D,1960, Drama,Fresh, 2h 55m,https://resizing.flixster.com/kRSnH7QnsQUS-EIg_q4AHljR1tI=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p6332_v_v8_ab.jpg
156,LADY BIRD,D,2017, Comedy/Drama,8.80, 1h 34m,https://resizing.flixster.com/_Jxthr0CuhsrBk5S2s4rxHpMI_U=/fit-in/180x240/v2/https://resizing.flixster.com/LOtla2hZ_dEZ8mLjLKYYUX5NLyo=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzI4MjU0NjdiLTMwYTQtNDVmNy1hYjdjLWYwNTk5NTc0MGQ3MC53ZWJw
157,THE LADY EVE,D,1941, Romance/Comedy,Fresh, 1h 37m,https://resizing.flixster.com/txEEjExjQT53rgs4z24v5trBeto=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p1188_p_v8_aa.jpg
158,LAWRENCE OF ARABIA,D,1962, Biography/History,9.30, 3h 36m,https://resizing.flixster.com/Jg0AZJGtCrVNo2-e6ouwo6Ryo1s=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p3601_p_v12_bc.jpg
159,LET THE RIGHT ONE IN,D,2008, Horror,Fresh, 1h 54m,https://resizing.flixster.com/oLNICHyrHLPL5plt1nbXPHeHTy8=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p183697_p_v12_ao.jpg
160,LETHAL WEAPON,D,1987, Action/Mystery & thriller,Fresh, 1h 49m,https://resizing.flixster.com/M6PYm9EkNyFLz3ATY-P7OIgOlag=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p9831_p_v8_at.jpg
161,LIKE WATER FOR CHOCOLATE,D,1992, Romance,Fresh, 2h 24m,https://resizing.flixster.com/gKhLUpLOjZLEP1OlGqrX9Rd_p5I=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p19794_p_v8_ap.jpg
162,THE LION KING,D,1994, Kids & family/Musical,8.50, 1h 27m,https://resizing.flixster.com/SkT8tfBcNJ2WpGTbUYcVsyuGebU=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p15766_p_v8_ab.jpg
163,THE LITTLE MERMAID,D,1989, Kids & family/Fantasy,8.20, 1h 22m,https://resizing.flixster.com/TOaZ-Ea7sOj1hKtePHucHsjnU80=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p11958_p_v13_ab.jpg
164,LITTLE SHOP OF HORRORS,D,1986, Musical/Comedy,Fresh, 1h 33m,https://resizing.flixster.com/Wc8QTQm59nVcbSnH0BmeQs62Pcs=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p9673_p_v8_ai.jpg
165,LOGAN,D,2017, Action/Adventure,8.00, 2h 17m,https://resizing.flixster.com/ebEHNopwMNZ7SR78LoAuwzCNxBA=/fit-in/180x240/v2/https://resizing.flixster.com/51dPxdHRE4zztJs60xLy9RBKyro=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzU0MTMxZTVlLWRmZGYtNDk5Ni1hYjc0LWJkZGM4MGMxMDkyNC53ZWJw
166,THE LORD OF THE RINGS: THE FELLOWSHIP OF THE RING,D,2001, Fantasy/Adventure,8.20, 2h 58m,https://resizing.flixster.com/-uA6o07Lda5uhUPnxZPAs6vY3rc=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p28828_p_v8_ao.jpg
167,THE LORD OF THE RINGS: THE RETURN OF THE KING,D,2003, Fantasy/Adventure,Fresh, 3h 20m,https://resizing.flixster.com/j83kz3zl93OvuolCvcfZUpr4vhE=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p33156_p_v8_aq.jpg
168,THE LORD OF THE RINGS: THE TWO TOWERS,D,2002, Fantasy/Adventure,Fresh, 2h 59m,https://resizing.flixster.com/boFuLzX6R5QXXMPi9eNfyjt4Yfk=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/NowShowing/28574/28574_ab.jpg
