,Title,Rating,Year,Genre,Rating_Score,Duration,Image_Link
60,THE FAVOURITE,R,2018, Comedy/Drama,['8.50'], 2h 0m,https://resizing.flixster.com/YzmPwjee0zr01zg1YeBn8OlFLss=/206x305/v2/https://resizing.flixster.com/gyieA7znGMN2VV-kEhWwAgT7a8c=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzBmODAyY2E1LWQyOGYtNDBiYy04NWZhLThiODY3OTVhOWM3NS53ZWJw
61,THE WONDERFUL STORY OF HENRY SUGAR,R,2023, Comedy/Adventure,['8.40'], 39m,https://resizing.flixster.com/qqUVXXvG2r1b0TjRr0lUcjOIWXk=/206x305/v2/https://resizing.flixster.com/rM9K9anh7GUcNIfZOs4W8KSJhKk=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzhmNGFmMzRkLTlkNDEtNDA0ZS1hZWU4LWEyMjU0M2FlMjkyNi5qcGc=
62,THE KILLER,R,2023, Mystery & thriller/Action,['7.40'], 1h 58m,https://resizing.flixster.com/x4JXyULCubaUuD3tDSL87u2VC6k=/206x305/v2/https://resizing.flixster.com/Ux0YYpq25r4CNYj-TM2YhlcTYU8=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2I2Y2U1ZjNkLWQwNzEtNDFiNS1iZmYzLWQ5NWFmM2Y1OGMyNS5qcGc=
63,GOOD GRIEF,R,2023, Comedy/Drama,['5.70'], 1h 40m,https://resizing.flixster.com/ogzpdj1fGQJ-qOQUSnx0Rsp-bGk=/206x305/v2/https://resizing.flixster.com/dkaR8dOy_hboN3sSlVjuuh4vOb8=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzUwMzAxZjZiLWIwYzUtNGFjMS1hNjE4LTdiYjI3ZWIxZDJkNi5qcGc=
64,PRISCILLA,R,2023, Drama/Romance,['7.30'], 1h 53m,https://resizing.flixster.com/EwPqPx5B-EI4EsRyxGzKDY3Tm8M=/206x305/v2/https://resizing.flixster.com/meNymKPzc0hZijksZBEYbOhLUrk=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzhiYmIwODFmLWYwMzctNGRkOC05MGIwLWJiMGE5M2QyNzc4YS5qcGc=
65,IT COMES AT NIGHT,R,2017, Horror/Mystery & thriller,['7.40'], 1h 37m,https://resizing.flixster.com/egYjuafehAj9xpBfTLduBrH-kDs=/206x305/v2/https://resizing.flixster.com/nfR941r9VzR82llth7LstWn6H_8=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzdmYjNiZmFlLWQ4NzAtNDJkZS1iMzlhLWYxNzQyMzliNjYwYi53ZWJw
66,X,R,2022, Horror/Mystery & thriller,['7.70'], 1h 45m,https://resizing.flixster.com/ITwn0ByX4aREwxX8lMskRb8VKEA=/206x305/v2/https://resizing.flixster.com/-Ius_N-ltCTKSsVCP_h4zcw5ixs=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzI5Y2VlMDIwLTJhMTgtNDAwOC05YTZkLTFkNWI1ZTQ2MGI4OC5qcGc=
67,RANSOMED,R,2023, Drama/Action,['7.60'], 2h 12m,https://resizing.flixster.com/5vsjxh_NKN9TVBR-Tt2SMobg18o=/206x305/v2/https://resizing.flixster.com/05_tGYbWWNH1RZaeDBjxElLskjY=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2RlNjQ0MDMxLTAzMTMtNGYzOS05ZWNlLTkyZDdhNTZmYzQ4ZC5qcGc=
68,FREAKS,R,2018, Sci-fi/Mystery & thriller,['7.10'], 1h 45m,https://resizing.flixster.com/7TGQ-5LaJrgCjmZNq9QafQWfOIg=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p16047155_p_v8_ab.jpg
69,THANKSGIVING,R,2023, Holiday/Horror,['6.80'], 1h 47m,https://resizing.flixster.com/uqqBC8T0-QmHfbsxmBnl9TxvObk=/206x305/v2/https://resizing.flixster.com/H5CIRmSezlafOc8Fte3v2PNGr1M=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzNjN2ZiOTBmLTczODctNGU1MS05NGUyLTRmZThjZDk1ZGVkMC5qcGc=
70,FOE,R,2023, Sci-fi/Mystery & thriller,['4.70'], 1h 50m,https://resizing.flixster.com/f7W_gZmKj9iCdR-7Vnn1acFvTjo=/206x305/v2/https://resizing.flixster.com/304MqUZNifMG8ip4f5IKKfC7vCw=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzhmOTNkMzk1LWFkYTgtNGQ5MC05MjY0LTRmNmJhMGVhYWEzNC5qcGc=
71,DELIVER US,R,2023, Horror,['6.10'], 1h 43m,https://resizing.flixster.com/74_3_Vj62W7Vg9ECidMlRf-FIWs=/206x305/v2/https://resizing.flixster.com/lr0yRyVwicIH81-_3e3hLRrwjho=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzA1YTZkM2VlLTc4ZjUtNGI5Yi04Y2RkLTVlZDdhMWVjZDVmYi5qcGc=
72,RUSTIN,R,2023, Drama/Biography,['7.00'], 1h 48m,https://resizing.flixster.com/fHNJVdLDCR_3_EbIGI1lrQ1h5yg=/206x305/v2/https://resizing.flixster.com/bD1lsmNcEO39J3kWusIv_Ax4G3I=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzg5NTE5YjU4LWVlNDYtNDU2NC04NTI0LWY1OTM1Yjg0OWQyZS5qcGc=
73,THE MASTER OF DISGUISE,R,2002, Kids & family/Comedy,['Fresh'], 1h 20m,https://resizing.flixster.com/Gvny-khoQ6_6Xu7ZMSETM9XEFcU=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p30113_p_v8_af.jpg
74,NEFARIOUS,R,2023, Horror/Mystery & thriller,['4.50'], 1h 38m,https://resizing.flixster.com/JjgKKM2dYTXj6zpYvhsEDYZutk8=/206x305/v2/https://resizing.flixster.com/CoV9h8uAjRfrx5fFGDo-BSKvbWk=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzIxY2NmYmU1LWJkZjUtNDE0MC1iNTlhLTY3OTFmZDRlMmE0NC5qcGc=
75,THE SUPER MARIO BROS. MOVIE,R,2023, Kids & family/Comedy,['5.80'], 1h 32m,https://resizing.flixster.com/3X1Rr-c7EyijQAqg6WnHIq7v31g=/206x305/v2/https://resizing.flixster.com/nQN8KYVFA4fD23Li3TCLwKYz8GA=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2JlYWVjZDdiLTMyYjMtNDgzNy1iN2M0LTgzYWZkODIzMmZmOS5qcGc=
76,BUTCHER'S CROSSING,R,2022, Western/Adventure,['5.90'], 1h 45m,https://resizing.flixster.com/kQBkJYE22DXYR8I-sr86_6taVnY=/206x305/v2/https://resizing.flixster.com/Ezj4S7Fd0LnxXVYVreljQBZoTLk=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzRiNDY1OTYzLWE4NGUtNGY0OS1hYjlkLTcwYmE4OGFmNGUxOC5wbmc=
77,A COLD GRAVE,R,2024, Mystery & thriller/Drama,['Fresh'], 1h 15m,https://resizing.flixster.com/pqQOboCVqbftsyhmJnAjXeExh74=/206x305/v2/https://resizing.flixster.com/VAsVyVPGpfmEcTWL2MVLrFb1zOU=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzVkYmExOWVjLTMxM2MtNGUzOS04YjM3LWQ0NTE1YTk1NzU0MC5qcGc=
78,UNDER THE FIG TREES,R,2021, Drama,['8.00'], 1h 33m,https://resizing.flixster.com/lVT_OiP-9coGZ-iPHv9i1vdb2UE=/206x305/v2/https://resizing.flixster.com/oYVRFcrlQVAme-ZUKaoCOxUujoQ=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzRlN2JiODFlLTUyMDYtNGU1Yi1hYzVmLWRjNjg5ZTZkZmNlZi5qcGc=
79,EVERYTHING EVERYWHERE ALL AT ONCE,R,2022, Comedy/Adventure,['8.50'], 2h 12m,https://resizing.flixster.com/I2Z0zDTKJdvO7Akh819HROIhZQ4=/206x305/v2/https://resizing.flixster.com/mx-agGjjsUK1QMyuv3AJhHI3hgo=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzA3ZjU2MGU1LWMxODItNDlkMC1hYzJhLTY2YzMwOGZkMDhiZi5qcGc=
80,INDIANA JONES AND THE DIAL OF DESTINY,R,2023, Adventure/Action,['6.40'], 2h 24m,https://resizing.flixster.com/S2TNAOyRhTU_uayXdSjJk17lQU8=/206x305/v2/https://resizing.flixster.com/xYGAolR7ksdDWhEXU09Vv9JQB0s=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzZiNWJhYWY1LWM5ODAtNGI3My04OWQ1LTUxOThjMzcyZTE3Yy5qcGc=
81,BOTTOMS,R,2023, Comedy/Lgbtq+,['Fresh'], 1h 28m,https://resizing.flixster.com/Yi4qopFiZLpnpjbQ6_r_ntaV2z8=/206x305/v2/https://resizing.flixster.com/BAiop_VF0lafqPbhco156WWbGlI=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzQwZjljMGJkLWE3OTktNDUxNi1iYWNjLTcyZDA2ZGU3MzhiMi5qcGc=
82,THE EQUALIZER 3,R,2023, Action/Mystery & thriller,['6.30'], 1h 49m,https://resizing.flixster.com/qiynA0qV9PqJC2Mj3NQd9vzDtck=/206x305/v2/https://resizing.flixster.com/EjtgVtXHncPgHWXQxmtU__iEUoA=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2VlMDlkZDU4LTE3ZDctNGNmMy1iZmFkLWJiMzY5MmE1Zjg3ZC5qcGc=
83,AMBULANCE,R,2022, Action/Mystery & thriller,['5.80'], 2h 16m,https://resizing.flixster.com/j5-Q5CBoEvzYAfi5kJiP7dbaTqM=/206x305/v2/https://resizing.flixster.com/Mg-zt7m0ek1ZAdOUQTb_a1jeHFo=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzJiNzJmYTU0LTg4YWEtNDdmMS05MmI4LTQ5MGZhYTg1OTc1Ny5qcGc=
84,ARKANSAS,R,2020, Mystery & thriller/Crime,['5.70'], 1h 55m,https://resizing.flixster.com/QxJGO11X0N6sx1VYi7J76wtbPpA=/206x305/v2/https://resizing.flixster.com/AmcVdlOwIT07DlgO_d0v8KODzYg=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2FlZjFlOTJhLWE0NTUtNDQ0NC1iNmMyLTlmNGRiODQwNDEzMi53ZWJw
85,THE LOST CITY,R,2022, Romance/Comedy,['6.40'], 1h 52m,https://resizing.flixster.com/gHSYf62-0l02TjDn-MyzW16tFog=/206x305/v2/https://resizing.flixster.com/fo6Ukr9hppKUyhiAn6nGrkbT8Sw=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2NjYjMwYWRjLTYxMjQtNDE4NS04N2VjLTNkYTM0NGY1ZWM2Yy5qcGc=
86,GRAN TURISMO: BASED ON A TRUE STORY,R,2023, Action/Drama,['6.10'], 2h 15m,https://resizing.flixster.com/zdZIz2UhlOFFv6mI-ihcRxrZeo8=/206x305/v2/https://resizing.flixster.com/vh4hku_jZ4dVNC3Sdhtzt9pFlxs=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzViN2RhN2I5LWIwNWEtNDIyZi04YTdiLWQyZjk4YTAzZGRiMy5qcGc=
87,THE BATMAN,R,2022, Action/Adventure,['7.70'], 2h 56m,https://resizing.flixster.com/YDdRgWm1dsAAffl-U99wOf9v6fQ=/206x305/v2/https://resizing.flixster.com/HUwAlW1QAya1vlIePUDv3kdzhIE=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzc1OGFlMDI0LTE1ZTEtNDE4ZS04Y2RmLWNjYzcyOWQyZmMyNi5qcGc=
88,TROLLS BAND TOGETHER,R,2023, Kids & family/Musical,['5.90'], 1h 31m,https://resizing.flixster.com/U0A6hC-ENsCLtAYbqyl3FNpdOhQ=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p24385182_p_v12_ae.jpg
89,THE MENU,R,2022, Horror/Mystery & thriller,['7.50'], 1h 47m,https://resizing.flixster.com/0GeiZivR9GYwFkcSf9942RL5l40=/206x305/v2/https://resizing.flixster.com/ThP55y9O__xdEFFCmmJ0pDy9FeI=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2FlZTkwYTAyLWNkNWYtNDA0ZS04N2FhLTE0NDUwZmM0ODdiOC5qcGc=
90,INTERSTELLAR,R,2014, Sci-fi/Adventure,['7.10'], 2h 45m,https://resizing.flixster.com/ook47iyCU5kwfHqSrDMespuKguA=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p10543523_p_v12_ar.jpg
91,THE FAMILY PLAN,R,2023, Action/Comedy,['4.40'], 1h 58m,https://resizing.flixster.com/_JOY73TZj8AjoNBlL120hCoxmi8=/206x305/v2/https://resizing.flixster.com/6BgUpPM7gkRdNFjhtiNmCazua0E=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2MwYzkxMDkwLTEwYzYtNDM4Zi1iOTYxLWJmZTk4Y2QyYWU5MS5wbmc=
92,A HAUNTING IN VENICE,R,2023, Holiday/Mystery & thriller,['6.50'], 1h 43m,https://resizing.flixster.com/R87AkoH9PpZMG0IRZcUUgjkWDV4=/206x305/v2/https://resizing.flixster.com/zWHHArnrWGT0uGny9O9oiRRkUqI=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzFhMGFkMTlmLTc4MWUtNGIyMC04ZGMzLWUxNDE1ZGM1NDI4OS5qcGc=
93,THE KILLING OF A SACRED DEER,R,2017, Mystery & thriller/Horror,['7.70'], 2h 1m,https://resizing.flixster.com/QvzVIGgMUussMzhHBMPSN5W2Fbo=/206x305/v2/https://resizing.flixster.com/sR5FPtui6uxz5NA8C0nQhiIR7zQ=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2JiZDhjZjcwLWM1YmMtNDVhZi05OWE5LThiNTZjNjc4MDBhMS53ZWJw
94,THE CIRCLE,R,2017, Mystery & thriller/Drama,['4.20'], 1h 50m,https://resizing.flixster.com/zuyzmlKN9y0HI7piqRC_HsFHU3Q=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p13377996_p_v8_aa.jpg
95,AFTERSUN,R,2022, Drama,['8.80'], 1h 41m,https://resizing.flixster.com/TQAQNv3IqhzEp_n15CxmriVOyWs=/206x305/v2/https://resizing.flixster.com/dLAtEC7GySsgPdWZKx-cPCV6KBY=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2Q3NWQwM2U2LWJkNTctNDNjOC04ODhiLTNlYjI1MGI0YmI4ZS5qcGc=
96,WILL,R,2023, Drama/History,['N/A'], 1h 50m,https://resizing.flixster.com/iETvetA0uegpDYdZXA96G045IGg=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p26368055_v_v13_ab.jpg
97,THE PASSENGER,R,2023, Mystery & thriller/Drama,['6.40'], 1h 39m,https://resizing.flixster.com/TzhIPEtK_eB2paryM_MkFSwR7X8=/206x305/v2/https://resizing.flixster.com/Rj1rMMR4yJy7qd0KNL7y_sMygjw=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2QxYjI1NGY0LTM5YzgtNDI5OS04MmJhLWRiOTQ3MmM1N2I3ZS5qcGc=
98,SO PRETTY,R,2019, Drama,['5'], 1h 23m,https://resizing.flixster.com/ubSKn1Jns4UDLzGPXu7jjkhAnT4=/206x305/v2/https://resizing.flixster.com/LDq_pIUw34ouFjy1iI_d-zWY6Rg=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzMzZWRmNTJiLWFlMmItNDMzMS1hNTFkLWM3ZWY2ODZkMDc5Ny53ZWJw
99,ASTEROID CITY,R,2023, Comedy/Drama,['6.90'], 1h 45m,https://resizing.flixster.com/KjABCQrEjUoHp54lyoBK3Y7R8IA=/206x305/v2/https://resizing.flixster.com/N1dnUvL2FS7F9x090K-NlJXr-p4=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzMyNzc2ODYwLTJlMjYtNDgzNi05MmIwLWNiOTgzYzA4YjU0MC5qcGc=
100,THE BANSHEES OF INISHERIN,R,2022, Comedy,['8.70'], 1h 49m,https://resizing.flixster.com/-QnKlbwAnNuc_aJuyIFb-7Sb4rM=/206x305/v2/https://resizing.flixster.com/SqYohHz5ela5G1qTZ8aKYunK2Oo=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzc4ZjI3ZDBiLTkwMDktNDVkZC1hZmI5LTJiNDdjNWRmZDVjOC5qcGc=
101,FURY,R,2014, War/History,['Fresh'], 2h 14m,https://resizing.flixster.com/ioZunPOXVOCR0IkvwQRJceRpGr4=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p10731391_p_v8_af.jpg
102,BLACKBERRY,R,2023, Comedy/Drama,['7.80'], 1h 59m,https://resizing.flixster.com/w4AptQ9qn2BUTE4RYLU7ydnP6XQ=/206x305/v2/https://resizing.flixster.com/s0upn5u_k0MAotQz3gxCnsjjCDE=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzk3NjMwMGI0LTY0ODktNDE1NS1hNmJiLWE5ZDcxOTU3YzM0Yi5qcGc=
103,SPIDER-MAN: ACROSS THE SPIDER-VERSE,R,2023, Kids & family/Action,['8.60'], 2h 20m,https://resizing.flixster.com/Kcw4PRHpIZSeBjo0FbhVwxQ7vdA=/206x305/v2/https://resizing.flixster.com/abVYM20-_8hBgvl4VJTC_28L0Tw=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2YzNTQxM2E4LTUzYmYtNGI3MS1iM2FmLWJjYTFmOWZjMDYzNS5qcGc=
104,GUY RITCHIE'S THE COVENANT,R,2023, War/Drama,['6.80'], 2h 3m,https://resizing.flixster.com/g5vulzsQyRmqlHZFbi46Y32mLWQ=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p23680547_p_v8_aa.jpg
105,MEAN GIRLS,R,2004, Comedy,['6.90'], 1h 37m,https://resizing.flixster.com/N0oPotYroFnQqHibIpGGrNXvStE=/206x305/v2/https://resizing.flixster.com/HtZiEfthbBdM_Idd_OB4ZsyfgMk=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzI2MTVlZjAyLTc1NTAtNGE2Zi1iNzk0LTQxN2ZmMTIyYzRiMC5qcGc=
106,NO ONE WILL SAVE YOU,R,2023, Mystery & thriller/Horror,['7.10'], 1h 33m,https://resizing.flixster.com/nsVjhFl5MVssyMomIeFFC556JWI=/206x305/v2/https://resizing.flixster.com/3D3zyD54PdzIaCz5r15CLwaRWcE=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzY3MmY0MmEwLTI4NmYtNDZlYi05OTAxLTQ4Y2UwYTYxNmJiNC5qcGc=
107,JACQUELINE NOVAK: GET ON YOUR KNEES,R,2024, Comedy/Stand-up,['Fresh'], 1h 34m,https://resizing.flixster.com/B2a-__ke194v6qEfx1Gno8X86Q4=/206x305/v2/https://resizing.flixster.com/2--qa-Mb9chNRxh5k4TL16dFx38=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzZmZDA5YTc5LWUxYjAtNGNlMC1iNWNmLWVjNjZkZThmNTI0ZS5qcGc=
108,THE TIGER'S APPRENTICE,R,2024, Kids & family/Action,['5.50'], 1h 24m,https://resizing.flixster.com/jxSMw-Ai24bhCS1Ze68asB4t88k=/206x305/v2/https://resizing.flixster.com/atvzaA0NJYBYTDvEnIxb2BfXKdY=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2UwODYyZmViLTFiMjktNGNlMy05NjI3LTRlYTE0ZGRmMDM5NC5qcGc=
109,THE GOOD SHEPHERD,R,2006, Drama/Mystery & thriller,['Fresh'], 2h 48m,https://resizing.flixster.com/fW3RMlrzMSOoweeQX2BLmHnki-4=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p159377_p_v8_ag.jpg
110,JOHN WICK: CHAPTER 4,R,2023, Action/Mystery & thriller,['8.10'], 2h 49m,https://resizing.flixster.com/tpLtbDZQSwBpb3jfwoI7zMiRMjE=/206x305/v2/https://resizing.flixster.com/ayiSi8HrUS3_i-Jkru1P2oMM58Q=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzhiODAwYWIyLTM1MmItNGI1ZS1iOWQzLTdjZjAzMzI1MDc2Yy5qcGc=
111,AFTER,R,2019, Romance/Drama,['3.60'], 1h 46m,https://resizing.flixster.com/gmB9N9ZdV5pytSrXdz1P73Nn2ak=/206x305/v2/https://resizing.flixster.com/9ODoVhjL-2PIHUYBJNjve-_ZoUw=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzY5NDI2ODEzLWNkYjAtNGM1YS04NDU0LTM0MzE4NDhmZGNiMS53ZWJw
112,FAST X,R,2023, Action/Adventure,['5.60'], 2h 21m,https://resizing.flixster.com/MQwHilOB18wHj3daf6qJceM3yic=/206x305/v2/https://resizing.flixster.com/8ZFc4VKwZN8NGV3ZqhCIFCHekxM=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzJlNDAyYWUzLWEwZTUtNDVlNy04MDliLTRmZWIzNDMzMzJmYS5qcGc=
113,NEXT GOAL WINS,R,2023, Comedy/Sports,['5.30'], 1h 44m,https://resizing.flixster.com/p1GUlZZr97ZOstZKhabnSaoQdnI=/206x305/v2/https://resizing.flixster.com/Sa0Dd9UsMwk3N--f8jNFZV9p9II=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzAxM2VhYzIxLWM4MTItNGMyZC1iNTdmLTQ0MDMzZDc0Y2QxNi5qcGc=
114,REPTILE,R,2023, Crime/Drama,['5.50'], 2h 14m,https://resizing.flixster.com/4tsk_bqv9nlFThZpnpgxx9QhppA=/206x305/v2/https://resizing.flixster.com/QJUikTM5PVkh8xv3kMycP_WcgdQ=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2ExN2NkZDkxLTY3MWEtNDVjZS1iYTdiLWVjZDgxOGJiODY5Yy5qcGc=
115,QUEEN BEES,R,2021, Comedy/Drama,['5.50'], 1h 41m,https://resizing.flixster.com/Up45vRZdEj3wDTxC-k1qjprTa-M=/206x305/v2/https://resizing.flixster.com/JtcHKu8pctwhGyijsutQaT-3SRk=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzJmMzg5YjljLTgyOGEtNGE2Yy1hZTE0LTg1YTU3YWU0ZTc5NC5qcGc=
116,THE MARSH KING'S DAUGHTER,R,2023, Mystery & thriller/Drama,['5.50'], 1h 48m,https://resizing.flixster.com/2PAMZIwX3csyB6Bkur48oQVjiGg=/206x305/v2/https://resizing.flixster.com/EUpk4RXf-m9ycwSLys-f1FcABnY=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzA3ZjJlZjkwLTYyMDUtNDBiNS04ZjQ0LTk5OGFhNWJjNmUyOS5qcGc=
117,THE SEEDING,R,2023, Horror/Mystery & thriller,['5.80'], 1h 34m,https://resizing.flixster.com/xf8O8oMcao5AZcVLr8txyotL52k=/206x305/v2/https://resizing.flixster.com/u30NtQgSvSP6_mlkh9vRwgQj-p8=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzAyMDMzMjViLTUwMTUtNDU1Mi05YzEzLWE3MTEzMDNjZWI4ZC5wbmc=
118,"ARE YOU THERE GOD? IT'S ME, MARGARET.",R,2023, Comedy/Drama,['8.40'], 1h 45m,https://resizing.flixster.com/KGs--4CbtG--SRtfwdXwBalJmXY=/206x305/v2/https://resizing.flixster.com/iOBz-fQyXc6eRWGuSH5d42dsHT0=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzA4YzRmNjcwLTUxOWUtNDJkZi05NmYyLTVjN2MyNDdjNzdiNy5qcGc=
119,FRIED GREEN TOMATOES,R,1991, Drama,['Fresh'], 2h 10m,https://resizing.flixster.com/7jR6X6ZMZskcc7OYLL3MAYexH9I=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p13663_p_v8_ag.jpg
120,JACK WHITEHALL: SETTLE DOWN,R,2024, Comedy/Stand-up,['Rotten'], 1h 5m,https://resizing.flixster.com/JCJDYAzz6X_YUKJfuDC2Gm9eGDk=/206x305/v2/https://resizing.flixster.com/nZZf_VI3NGo8iDDU4EQTCURKI-Q=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzQ4NDFiNDczLWM5ZjktNDYzYi05Y2FhLWI4MjFmODg0NjcxMi5qcGc=
121,EL CONDE,R,2023, Comedy/Horror,['7.10'], 1h 50m,https://resizing.flixster.com/d6VoZQISTGmlEhXpOlvPvgCIv3g=/206x305/v2/https://resizing.flixster.com/FoLZlm6xSnPbaUMgN46UmHXfI7c=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2Y2ZDkwYmM5LWY2ZmMtNDU2Ny1iNDlmLWQxNWUwMTRiZWY5Ny5qcGc=
122,DEPARTING SENIORS,R,2023, Comedy/Horror,['Fresh'], 1h 25m,https://resizing.flixster.com/rtRS_dlMOLPqRnhTB_JsYcvUSHA=/206x305/v2/https://resizing.flixster.com/09IN9nvqSvnGeDUPk1mIT_3Gsjc=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2E0MGNhOTFlLTY5OTYtNGFmMC1hMzRmLTc1NWMwNzM3OGRmMy5qcGc=
123,DANGEROUS WATERS,R,2023, Mystery & thriller/Action,['4.60'], 1h 41m,https://resizing.flixster.com/jgtT9D60JAFxJRUw_baaZG0BVcM=/206x305/v2/https://resizing.flixster.com/4ktB5BY41sE1IWoOCIBsq9gW6xI=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2EwZTJlMGQ3LWJiZGUtNGU0OS1hZDZlLWMyMDM0OGFlZWI1OC5qcGc=
124,ONCE UPON A TIME... IN HOLLYWOOD,R,2019, Comedy/Drama,['7.90'], 2h 39m,https://resizing.flixster.com/keYhnzIxaYwn2scoKWkCr6sZgD0=/206x305/v2/https://resizing.flixster.com/e7LlisXQ8E9sK0bG6ev6LmFxWBs=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzFmOWVhNjA2LTAzZDMtNDQ2Yy1iN2FkLTc4YTgwODIxZDdjOS53ZWJw
125,CALAMITY JANE,R,2024, Western,['Rotten'], 1h 35m,https://resizing.flixster.com/hXvfd0YknS1rgjOBdFIjL9B6aMs=/206x305/v2/https://resizing.flixster.com/waxzR6YX7ToYeatln2Vwd5x-8kQ=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2QwNDk3MzQ5LWYzN2QtNGFlOS05MzRlLTRiZmQyMzk2YWZhZC5qcGc=
126,BEAU IS AFRAID,R,2023, Adventure/Horror,['6.80'], 2h 59m,https://resizing.flixster.com/LTFyD3CYPB1eAcvOwYwyufngyBw=/206x305/v2/https://resizing.flixster.com/QdFUG32U5gyx2uVinx5asNZTgyQ=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzczMjQ1ZWQ3LTZhOGMtNDIyYi05NGU5LTk3ZGYyMTYzN2IxNS5qcGc=
